UserID,Name,Gender,Age,MovieID,Rating,friendsUser
2,Michael,Male,45,13179,3.7,67
2,Michael,Male,45,171861,2.35,97
2,Michael,Male,45,15429,2.62,90
2,Michael,Male,45,94854,2.49,59
2,Michael,Male,45,58937,4.44,42
2,Michael,Male,45,128136,4.68,87
2,Michael,Male,45,41668,4.38,27
2,Michael,Male,45,23142,1.75,86
2,Michael,Male,45,27405,1.37,43
2,Michael,Male,45,81409,1.89,52
2,Michael,Male,45,180048,4.36,79
2,Michael,Male,45,47439,3.83,93
2,Michael,Male,45,53031,2.3,3
3,David,Male,24,230217,2.37,42
3,David,Male,24,102155,3.99,87
3,David,Male,24,55027,3.18,43
3,David,Male,24,56647,1.08,79
3,David,Male,24,41966,4.01,25
3,David,Male,24,1404,1.75,40
3,David,Male,24,89998,3.7,40
3,David,Male,24,32728,2.67,25
3,David,Male,24,81435,4.81,13
3,David,Male,24,65632,2.42,59
3,David,Male,24,43872,2.49,4
4,James,Male,51,16902,1.7,6
4,James,Male,51,17806,3.48,77
4,James,Male,51,194407,4.65,51
4,James,Male,51,296917,3.31,81
4,James,Male,51,436994,1.09,80
4,James,Male,51,72449,3.59,42
4,James,Male,51,287767,3.78,62
4,James,Male,51,29400,4.95,45
4,James,Male,51,64454,2.13,74
4,James,Male,51,55198,4.3,25
4,James,Male,51,39064,1.79,94
4,James,Male,51,18231,4.49,94
4,James,Male,51,90603,1.69,43
4,James,Male,51,37843,3.91,5
4,James,Male,51,49872,4.29,77
4,James,Male,51,40807,3.53,52
4,James,Male,51,21266,1.07,24
4,James,Male,51,194757,1.95,97
4,James,Male,51,113091,3.25,49
4,James,Male,51,24002,2.38,36
4,James,Male,51,204342,2.69,88
4,James,Male,51,43414,1.75,87
4,James,Male,51,82474,4.54,70
4,James,Male,51,13280,4.13,13
4,James,Male,51,105121,4.73,7
4,James,Male,51,18117,3.52,19
4,James,Male,51,8390,2.88,61
4,James,Male,51,381028,2.43,25
4,James,Male,51,22434,4.4,17
4,James,Male,51,713,3.23,25
4,James,Male,51,22060,1.18,41
4,James,Male,51,239417,1.04,60
4,James,Male,51,122895,2.94,36
4,James,Male,51,386743,3.87,64
5,Robert,Male,61,43626,2.87,6
5,Robert,Male,61,54880,4.41,65
5,Robert,Male,61,358511,1.99,13
5,Robert,Male,61,89309,1.85,91
5,Robert,Male,61,437838,2.8,96
5,Robert,Male,61,2293,2.44,91
5,Robert,Male,61,51311,2.34,93
5,Robert,Male,61,41639,1.62,59
5,Robert,Male,61,53374,2.59,29
5,Robert,Male,61,64079,4.95,89
5,Robert,Male,61,108246,1.06,79
5,Robert,Male,61,60079,1.27,62
5,Robert,Male,61,148622,3.48,79
6,William,Male,18,350831,3.68,36
6,William,Male,18,68078,3.89,27
6,William,Male,18,83105,4.04,25
6,William,Male,18,24122,3.25,8
6,William,Male,18,28943,2.07,50
6,William,Male,18,45273,3.34,61
6,William,Male,18,325803,4.37,25
6,William,Male,18,163942,1.21,73
6,William,Male,18,13127,1.96,89
6,William,Male,18,154282,4.97,68
6,William,Male,18,32430,4.52,38
6,William,Male,18,85988,3.12,98
6,William,Male,18,119482,2.77,83
6,William,Male,18,403570,1.17,71
6,William,Male,18,4247,4.88,24
6,William,Male,18,361597,1.37,3
6,William,Male,18,20879,2.41,52
6,William,Male,18,17439,1.52,79
6,William,Male,18,315439,2.65,68
6,William,Male,18,105121,2.94,50
6,William,Male,18,76424,3.9,94
6,William,Male,18,943,2.94,67
6,William,Male,18,79896,2.93,8
6,William,Male,18,264397,4.79,70
6,William,Male,18,175171,4.09,34
6,William,Male,18,9776,1.77,88
6,William,Male,18,133701,1.73,8
6,William,Male,18,84288,3.45,23
6,William,Male,18,257200,3.3,55
6,William,Male,18,3016,1.59,23
6,William,Male,18,52979,2.2,72
6,William,Male,18,202456,3.44,23
6,William,Male,18,190474,1.36,80
6,William,Male,18,27196,4.39,87
6,William,Male,18,215736,1.5,42
6,William,Male,18,12556,4.45,98
6,William,Male,18,38020,2.06,73
6,William,Male,18,74525,1.02,34
6,William,Male,18,9312,1.28,23
6,William,Male,18,10244,1.75,39
6,William,Male,18,169644,2.12,42
6,William,Male,18,51078,4.44,65
6,William,Male,18,25079,3.73,59
7,Joseph,Male,55,10913,2.85,83
7,Joseph,Male,55,167707,3.83,96
7,Joseph,Male,55,59046,4.64,66
7,Joseph,Male,55,23104,1.46,82
7,Joseph,Male,55,9930,1.83,93
7,Joseph,Male,55,1965,2.31,10
7,Joseph,Male,55,224659,2.2,4
7,Joseph,Male,55,118612,1.69,34
7,Joseph,Male,55,22554,2.23,97
7,Joseph,Male,55,59828,3.67,81
7,Joseph,Male,55,171587,2.16,25
7,Joseph,Male,55,77331,1.32,67
7,Joseph,Male,55,82397,4.5,77
7,Joseph,Male,55,51349,4.14,79
7,Joseph,Male,55,74436,3.42,23
7,Joseph,Male,55,57019,2.86,8
7,Joseph,Male,55,9673,3.43,88
7,Joseph,Male,55,81760,2.5,47
7,Joseph,Male,55,223485,2.54,97
7,Joseph,Male,55,293796,2.02,87
7,Joseph,Male,55,9354,2.85,30
7,Joseph,Male,55,130243,3.22,93
7,Joseph,Male,55,310589,2.01,32
7,Joseph,Male,55,711,1.95,68
7,Joseph,Male,55,265226,3.04,2
7,Joseph,Male,55,84391,2.26,49
7,Joseph,Male,55,193595,2.94,50
7,Joseph,Male,55,209185,3.66,29
7,Joseph,Male,55,56171,1.36,91
7,Joseph,Male,55,408140,1.04,54
7,Joseph,Male,55,42553,3.45,76
7,Joseph,Male,55,13403,1.53,36
7,Joseph,Male,55,76395,2.05,60
7,Joseph,Male,55,91891,3.03,30
7,Joseph,Male,55,26702,3.04,72
7,Joseph,Male,55,429713,3.02,94
7,Joseph,Male,55,83007,2.34,41
7,Joseph,Male,55,12599,1.55,36
7,Joseph,Male,55,458808,4.2,42
7,Joseph,Male,55,22473,1.12,6
7,Joseph,Male,55,18421,2.41,44
7,Joseph,Male,55,14612,4.98,64
7,Joseph,Male,55,8316,3.22,88
7,Joseph,Male,55,24524,4.82,4
8,Charles,Male,28,289153,2.53,97
8,Charles,Male,28,188598,3.44,83
8,Charles,Male,28,36926,2.89,57
8,Charles,Male,28,65887,2.21,1
8,Charles,Male,28,2193,1.07,30
8,Charles,Male,28,34647,3.62,5
8,Charles,Male,28,44522,4.5,83
8,Charles,Male,28,92391,4.27,13
8,Charles,Male,28,61492,4.52,11
8,Charles,Male,28,52150,1.59,27
8,Charles,Male,28,36877,4.5,88
8,Charles,Male,28,16885,3.01,96
8,Charles,Male,28,24798,3.3,96
8,Charles,Male,28,21991,4.48,57
8,Charles,Male,28,90228,2.61,93
8,Charles,Male,28,133792,1.2,58
8,Charles,Male,28,28789,2.01,87
8,Charles,Male,28,2117,1.84,43
8,Charles,Male,28,25651,3.85,13
8,Charles,Male,28,132379,1.98,97
8,Charles,Male,28,28489,3.66,91
8,Charles,Male,28,267319,4.64,49
8,Charles,Male,28,27255,4.91,43
8,Charles,Male,28,207680,1.1,77
8,Charles,Male,28,16993,2.25,65
8,Charles,Male,28,290930,4.83,47
8,Charles,Male,28,29151,4.48,39
8,Charles,Male,28,27972,4.73,97
8,Charles,Male,28,60437,4.35,56
8,Charles,Male,28,186254,2.11,45
8,Charles,Male,28,196789,4.75,47
8,Charles,Male,28,49186,4.7,97
8,Charles,Male,28,10379,3.17,83
8,Charles,Male,28,211845,3.44,81
8,Charles,Male,28,365447,2.08,52
8,Charles,Male,28,173151,1.98,47
8,Charles,Male,28,28205,3.57,54
8,Charles,Male,28,17021,4.09,85
8,Charles,Male,28,122252,4.18,57
9,Thomas,Male,60,10759,4.06,23
9,Thomas,Male,60,291577,4.45,59
9,Thomas,Male,60,61070,3.06,83
9,Thomas,Male,60,14905,2.33,97
9,Thomas,Male,60,291290,1.67,33
9,Thomas,Male,60,13001,2.39,88
9,Thomas,Male,60,21671,3.92,41
9,Thomas,Male,60,352094,4.43,68
9,Thomas,Male,60,25105,4.9,84
9,Thomas,Male,60,86283,3.8,33
9,Thomas,Male,60,762,4.21,53
9,Thomas,Male,60,414173,2.97,6
9,Thomas,Male,60,37196,3.02,72
9,Thomas,Male,60,96664,3.87,30
9,Thomas,Male,60,72359,2.61,42
9,Thomas,Male,60,74878,4.37,89
9,Thomas,Male,60,64792,3.41,54
9,Thomas,Male,60,60555,2.09,97
9,Thomas,Male,60,390584,2.94,77
10,Daniel,Male,24,338065,1.56,30
10,Daniel,Male,24,169089,4.82,43
10,Daniel,Male,24,158916,2.06,39
10,Daniel,Male,24,264081,1.07,52
10,Daniel,Male,24,97648,1.19,83
10,Daniel,Male,24,108972,2.7,71
10,Daniel,Male,24,203539,1.23,86
10,Daniel,Male,24,365707,4.06,46
10,Daniel,Male,24,14159,1.66,87
10,Daniel,Male,24,172533,4.49,50
10,Daniel,Male,24,40651,4.04,61
10,Daniel,Male,24,10516,3.18,43
10,Daniel,Male,24,173914,3.6,99
10,Daniel,Male,24,20642,1.94,61
10,Daniel,Male,24,77850,4.69,83
10,Daniel,Male,24,6973,4.98,59
10,Daniel,Male,24,152790,3.22,78
10,Daniel,Male,24,811,2.46,96
10,Daniel,Male,24,96,4.25,83
10,Daniel,Male,24,80618,4.8,29
10,Daniel,Male,24,206324,3.92,8
10,Daniel,Male,24,88284,2.86,97
10,Daniel,Male,24,73452,3.0,84
10,Daniel,Male,24,280000,3.42,28
10,Daniel,Male,24,300945,4.09,59
10,Daniel,Male,24,37024,2.19,77
10,Daniel,Male,24,208447,4.4,17
10,Daniel,Male,24,13204,1.4,1
10,Daniel,Male,24,13548,3.31,81
10,Daniel,Male,24,43234,4.58,70
10,Daniel,Male,24,3575,1.34,29
10,Daniel,Male,24,202152,4.22,13
10,Daniel,Male,24,126015,3.31,100
10,Daniel,Male,24,211052,4.15,97
10,Daniel,Male,24,110261,3.17,30
10,Daniel,Male,24,20379,4.8,49
10,Daniel,Male,24,28261,2.42,92
10,Daniel,Male,24,8880,3.65,43
10,Daniel,Male,24,355065,4.23,61
10,Daniel,Male,24,125123,3.41,86
10,Daniel,Male,24,271234,3.56,4
10,Daniel,Male,24,51334,2.04,97
10,Daniel,Male,24,15768,3.23,30
10,Daniel,Male,24,508,1.2,4
10,Daniel,Male,24,118497,4.43,70
10,Daniel,Male,24,137,3.26,83
11,Matthew,Male,24,24920,1.97,36
11,Matthew,Male,24,14310,3.54,88
11,Matthew,Male,24,45928,4.6,7
11,Matthew,Male,24,167313,2.27,2
11,Matthew,Male,24,161064,4.2,83
11,Matthew,Male,24,31248,5.0,27
11,Matthew,Male,24,185471,1.91,56
11,Matthew,Male,24,294652,2.18,100
11,Matthew,Male,24,15049,2.66,97
11,Matthew,Male,24,348762,1.68,88
11,Matthew,Male,24,1616,3.98,13
11,Matthew,Male,24,125409,4.88,41
11,Matthew,Male,24,128563,1.17,34
12,Anthony,Male,56,21972,4.83,92
12,Anthony,Male,56,82321,2.52,13
13,Mark,Male,30,97767,1.85,86
13,Mark,Male,30,50203,1.98,34
13,Mark,Male,30,34078,4.9,61
13,Mark,Male,30,28058,3.07,67
13,Mark,Male,30,53000,1.27,41
13,Mark,Male,30,49616,2.09,41
13,Mark,Male,30,46040,3.54,63
13,Mark,Male,30,10034,2.54,72
13,Mark,Male,30,15008,4.89,57
13,Mark,Male,30,48309,4.86,49
13,Mark,Male,30,119256,3.54,39
13,Mark,Male,30,33009,4.7,88
13,Mark,Male,30,114638,1.58,67
13,Mark,Male,30,75224,3.16,91
13,Mark,Male,30,280,4.98,34
13,Mark,Male,30,299513,4.78,70
13,Mark,Male,30,34312,2.88,81
13,Mark,Male,30,50697,3.1,96
13,Mark,Male,30,37686,4.16,46
13,Mark,Male,30,74718,3.58,52
13,Mark,Male,30,25195,4.77,41
13,Mark,Male,30,10306,1.76,71
13,Mark,Male,30,59803,3.64,34
13,Mark,Male,30,193977,2.13,88
13,Mark,Male,30,52661,2.31,41
13,Mark,Male,30,228455,2.26,52
13,Mark,Male,30,7237,3.64,64
13,Mark,Male,30,69899,4.12,56
13,Mark,Male,30,44165,1.54,78
13,Mark,Male,30,421962,1.35,88
13,Mark,Male,30,42290,4.86,46
13,Mark,Male,30,24908,4.07,7
13,Mark,Male,30,35411,2.97,60
13,Mark,Male,30,165567,3.63,89
13,Mark,Male,30,149832,1.52,56
13,Mark,Male,30,115383,1.55,29
13,Mark,Male,30,49037,3.58,94
13,Mark,Male,30,1772,2.59,87
14,Donald,Male,33,151436,1.04,5
14,Donald,Male,33,43151,1.77,16
14,Donald,Male,33,194931,3.87,2
14,Donald,Male,33,35955,4.89,25
14,Donald,Male,33,297608,2.51,11
14,Donald,Male,33,39871,4.97,42
14,Donald,Male,33,232100,3.1,78
14,Donald,Male,33,2457,4.03,8
14,Donald,Male,33,19108,2.64,9
14,Donald,Male,33,309882,4.9,36
14,Donald,Male,33,11812,2.08,34
14,Donald,Male,33,35683,4.08,67
14,Donald,Male,33,44947,4.68,53
14,Donald,Male,33,300,2.62,97
14,Donald,Male,33,126889,2.65,53
14,Donald,Male,33,129089,1.69,73
15,Steven,Male,25,41545,4.8,44
15,Steven,Male,25,214629,2.34,79
16,Paul,Male,21,116979,2.32,97
16,Paul,Male,21,21997,4.34,38
16,Paul,Male,21,68629,4.43,94
16,Paul,Male,21,142946,3.53,37
16,Paul,Male,21,72648,3.88,59
16,Paul,Male,21,53116,2.27,59
16,Paul,Male,21,27907,4.84,10
16,Paul,Male,21,81347,2.74,87
16,Paul,Male,21,1631,2.88,8
16,Paul,Male,21,10699,4.68,38
16,Paul,Male,21,40719,2.82,77
16,Paul,Male,21,385761,2.26,53
16,Paul,Male,21,112346,1.93,93
16,Paul,Male,21,39053,1.51,11
16,Paul,Male,21,62999,1.63,59
16,Paul,Male,21,66187,4.65,9
16,Paul,Male,21,45511,2.7,84
16,Paul,Male,21,46027,2.96,7
16,Paul,Male,21,364834,4.47,96
17,Andrew,Male,61,43734,2.95,27
17,Andrew,Male,61,52633,4.23,4
17,Andrew,Male,61,33817,4.71,80
17,Andrew,Male,61,124680,4.93,88
17,Andrew,Male,61,42510,2.11,3
17,Andrew,Male,61,202244,1.08,78
17,Andrew,Male,61,1966,1.03,99
17,Andrew,Male,61,52470,4.66,72
18,Joshua,Male,54,10015,4.53,70
18,Joshua,Male,54,28597,1.49,50
18,Joshua,Male,54,8421,4.96,56
18,Joshua,Male,54,373977,1.14,10
18,Joshua,Male,54,46998,1.35,42
18,Joshua,Male,54,81225,2.96,54
18,Joshua,Male,54,10413,3.69,46
18,Joshua,Male,54,154972,2.83,34
18,Joshua,Male,54,59297,2.52,20
19,Kenneth,Male,36,10222,2.8,78
19,Kenneth,Male,36,8840,1.16,27
19,Kenneth,Male,36,15935,4.89,42
19,Kenneth,Male,36,63831,1.62,93
19,Kenneth,Male,36,30140,3.39,13
19,Kenneth,Male,36,128395,3.89,52
19,Kenneth,Male,36,27274,4.57,4
19,Kenneth,Male,36,172475,2.71,98
19,Kenneth,Male,36,10739,2.57,97
20,Kevin,Male,34,29778,3.25,88
20,Kevin,Male,34,49007,1.92,78
20,Kevin,Male,34,76043,4.05,77
20,Kevin,Male,34,369594,2.73,89
20,Kevin,Male,34,21336,4.85,79
20,Kevin,Male,34,13930,4.97,91
20,Kevin,Male,34,24480,2.04,81
20,Kevin,Male,34,14415,2.05,73
20,Kevin,Male,34,182756,2.94,44
20,Kevin,Male,34,294562,1.52,39
20,Kevin,Male,34,84056,1.89,81
21,Brian,Male,46,193704,4.9,46
21,Brian,Male,46,135545,4.94,100
21,Brian,Male,46,449503,4.4,10
22,George,Male,58,111344,2.7,41
22,George,Male,58,20502,3.35,10
23,Edward,Male,55,234862,1.63,11
23,Edward,Male,55,28994,2.4,32
23,Edward,Male,55,62039,4.97,53
23,Edward,Male,55,76636,1.34,60
23,Edward,Male,55,92371,2.69,57
23,Edward,Male,55,286709,3.93,73
23,Edward,Male,55,228606,4.34,7
23,Edward,Male,55,65642,3.26,88
23,Edward,Male,55,254719,2.04,91
23,Edward,Male,55,38987,2.14,53
23,Edward,Male,55,221144,4.07,82
23,Edward,Male,55,80918,1.65,92
23,Edward,Male,55,40932,4.51,14
23,Edward,Male,55,16997,4.09,39
23,Edward,Male,55,333091,2.44,1
24,Ronald,Male,62,61370,4.13,92
24,Ronald,Male,62,29355,3.88,3
24,Ronald,Male,62,142208,2.01,46
24,Ronald,Male,62,48935,2.99,86
24,Ronald,Male,62,32635,2.37,33
24,Ronald,Male,62,129579,3.33,100
24,Ronald,Male,62,95536,1.41,78
24,Ronald,Male,62,10686,2.67,75
24,Ronald,Male,62,26367,2.78,1
24,Ronald,Male,62,363807,2.99,14
24,Ronald,Male,62,20688,2.66,46
24,Ronald,Male,62,120143,2.37,8
24,Ronald,Male,62,47065,2.88,88
25,Timothy,Male,30,48136,3.75,81
25,Timothy,Male,30,177699,1.53,31
25,Timothy,Male,30,360029,4.01,43
25,Timothy,Male,30,27651,2.72,6
25,Timothy,Male,30,59853,2.87,49
25,Timothy,Male,30,4507,1.51,42
25,Timothy,Male,30,256347,4.76,10
25,Timothy,Male,30,11824,1.92,60
25,Timothy,Male,30,324194,3.11,13
25,Timothy,Male,30,43705,1.51,79
25,Timothy,Male,30,22073,2.92,52
25,Timothy,Male,30,101362,4.98,80
25,Timothy,Male,30,80601,1.39,39
25,Timothy,Male,30,295508,1.74,80
25,Timothy,Male,30,8991,3.31,64
25,Timothy,Male,30,23312,1.23,1
25,Timothy,Male,30,101297,1.64,64
25,Timothy,Male,30,4031,1.97,80
25,Timothy,Male,30,28794,4.61,78
25,Timothy,Male,30,336884,4.1,94
25,Timothy,Male,30,379500,4.01,33
25,Timothy,Male,30,82819,1.1,13
25,Timothy,Male,30,150938,3.72,29
25,Timothy,Male,30,245175,4.52,73
25,Timothy,Male,30,199336,3.34,27
25,Timothy,Male,30,178314,1.51,73
25,Timothy,Male,30,131887,4.17,80
25,Timothy,Male,30,45554,1.93,43
25,Timothy,Male,30,37202,1.57,51
25,Timothy,Male,30,277686,3.33,27
25,Timothy,Male,30,39108,1.27,44
25,Timothy,Male,30,95548,3.96,56
25,Timothy,Male,30,64524,2.69,50
25,Timothy,Male,30,75301,3.38,94
25,Timothy,Male,30,104250,3.22,100
25,Timothy,Male,30,36669,1.35,30
25,Timothy,Male,30,382591,1.29,36
25,Timothy,Male,30,378240,4.68,72
25,Timothy,Male,30,205463,1.2,39
25,Timothy,Male,30,38414,1.74,8
25,Timothy,Male,30,232610,3.39,4
25,Timothy,Male,30,70443,2.45,6
26,Jason,Male,48,52362,1.74,94
26,Jason,Male,48,381045,2.37,75
26,Jason,Male,48,69990,3.72,59
26,Jason,Male,48,77593,1.14,9
26,Jason,Male,48,146893,1.33,23
26,Jason,Male,48,35221,2.1,97
26,Jason,Male,48,10760,4.32,82
26,Jason,Male,48,9010,4.39,39
26,Jason,Male,48,15323,4.17,84
26,Jason,Male,48,78383,4.71,80
27,Jeffrey,Male,39,268272,2.12,70
27,Jeffrey,Male,39,199591,4.59,17
27,Jeffrey,Male,39,239571,3.66,91
27,Jeffrey,Male,39,10889,3.39,93
27,Jeffrey,Male,39,7092,1.91,52
27,Jeffrey,Male,39,248212,3.14,91
27,Jeffrey,Male,39,247780,1.89,14
27,Jeffrey,Male,39,14931,1.84,36
27,Jeffrey,Male,39,47325,1.07,24
27,Jeffrey,Male,39,267481,4.8,56
27,Jeffrey,Male,39,75641,3.61,52
27,Jeffrey,Male,39,155706,3.87,10
27,Jeffrey,Male,39,265432,4.41,25
27,Jeffrey,Male,39,26762,4.57,53
27,Jeffrey,Male,39,57277,3.41,93
27,Jeffrey,Male,39,48496,3.0,59
27,Jeffrey,Male,39,184681,2.9,66
27,Jeffrey,Male,39,48492,2.13,8
27,Jeffrey,Male,39,91,1.92,28
27,Jeffrey,Male,39,22114,1.54,99
27,Jeffrey,Male,39,94811,2.71,75
27,Jeffrey,Male,39,20975,4.97,80
27,Jeffrey,Male,39,268105,2.8,43
27,Jeffrey,Male,39,18937,1.47,68
27,Jeffrey,Male,39,345906,3.77,92
27,Jeffrey,Male,39,75562,4.49,87
27,Jeffrey,Male,39,125498,1.92,50
27,Jeffrey,Male,39,30931,4.89,59
27,Jeffrey,Male,39,2007,4.32,29
27,Jeffrey,Male,39,89199,2.22,99
27,Jeffrey,Male,39,11226,3.26,36
27,Jeffrey,Male,39,255491,4.32,39
28,Ryan,Male,30,86732,3.93,42
28,Ryan,Male,30,94790,2.44,60
28,Ryan,Male,30,6883,2.96,70
28,Ryan,Male,30,41423,4.1,35
28,Ryan,Male,30,11777,1.61,30
28,Ryan,Male,30,128111,1.4,79
28,Ryan,Male,30,42411,2.96,42
28,Ryan,Male,30,49131,1.99,36
28,Ryan,Male,30,45303,3.84,94
28,Ryan,Male,30,39108,4.79,79
28,Ryan,Male,30,60125,3.17,96
28,Ryan,Male,30,12646,3.13,11
28,Ryan,Male,30,5920,2.09,67
28,Ryan,Male,30,227998,3.98,10
28,Ryan,Male,30,68173,1.63,79
29,Jacob,Male,49,47808,3.72,17
29,Jacob,Male,49,38219,2.96,2
29,Jacob,Male,49,386830,3.78,87
29,Jacob,Male,49,280030,4.84,51
29,Jacob,Male,49,195752,2.13,97
29,Jacob,Male,49,21525,3.92,60
29,Jacob,Male,49,26971,1.25,52
29,Jacob,Male,49,18691,4.61,59
29,Jacob,Male,49,72715,2.83,7
29,Jacob,Male,49,10895,4.89,89
29,Jacob,Male,49,46570,1.75,52
29,Jacob,Male,49,266373,3.33,8
29,Jacob,Male,49,42355,2.6,27
29,Jacob,Male,49,189279,2.1,80
29,Jacob,Male,49,109695,2.39,72
29,Jacob,Male,49,25110,1.73,43
29,Jacob,Male,49,44087,3.91,67
29,Jacob,Male,49,14912,3.17,1
29,Jacob,Male,49,80178,2.13,2
29,Jacob,Male,49,39001,2.7,25
29,Jacob,Male,49,11823,1.73,84
29,Jacob,Male,49,27061,4.04,40
29,Jacob,Male,49,76122,2.94,44
29,Jacob,Male,49,21468,4.95,16
29,Jacob,Male,49,64404,1.31,55
29,Jacob,Male,49,12921,3.12,48
29,Jacob,Male,49,443053,3.23,59
29,Jacob,Male,49,10975,4.0,87
29,Jacob,Male,49,137409,1.02,81
29,Jacob,Male,49,10120,3.77,55
29,Jacob,Male,49,107667,3.36,19
29,Jacob,Male,49,60400,1.43,91
29,Jacob,Male,49,66966,3.23,90
29,Jacob,Male,49,31978,2.36,95
29,Jacob,Male,49,312827,4.56,25
30,Gary,Male,20,83052,2.74,43
30,Gary,Male,20,14620,4.4,70
30,Gary,Male,20,7344,1.94,7
30,Gary,Male,20,438634,4.27,36
30,Gary,Male,20,407448,3.6,80
30,Gary,Male,20,18051,4.87,34
30,Gary,Male,20,428863,1.5,27
30,Gary,Male,20,172457,3.85,73
30,Gary,Male,20,289191,1.14,46
30,Gary,Male,20,87022,4.85,13
30,Gary,Male,20,17443,4.51,88
30,Gary,Male,20,201,2.74,77
30,Gary,Male,20,44022,3.56,66
30,Gary,Male,20,121835,1.38,73
30,Gary,Male,20,47612,3.11,84
30,Gary,Male,20,39845,3.44,10
30,Gary,Male,20,29353,3.86,61
30,Gary,Male,20,125948,4.75,53
30,Gary,Male,20,9946,3.33,43
30,Gary,Male,20,192538,2.59,42
30,Gary,Male,20,32978,2.17,42
30,Gary,Male,20,426958,2.4,41
30,Gary,Male,20,238398,1.76,6
30,Gary,Male,20,10186,3.08,91
30,Gary,Male,20,360365,4.61,98
30,Gary,Male,20,23014,2.29,28
30,Gary,Male,20,139851,2.08,9
30,Gary,Male,20,58384,2.75,86
30,Gary,Male,20,158519,4.23,6
30,Gary,Male,20,323426,4.85,1
30,Gary,Male,20,67387,1.23,92
30,Gary,Male,20,57779,4.68,76
30,Gary,Male,20,42427,4.22,59
30,Gary,Male,20,79156,3.53,73
30,Gary,Male,20,307261,1.62,89
30,Gary,Male,20,324819,2.94,97
30,Gary,Male,20,145912,2.92,31
30,Gary,Male,20,2577,3.54,41
30,Gary,Male,20,121869,2.23,97
30,Gary,Male,20,85949,4.25,91
30,Gary,Male,20,83221,1.42,89
30,Gary,Male,20,43034,2.02,52
30,Gary,Male,20,273707,3.3,46
31,Nicholas,Male,43,68309,4.97,92
31,Nicholas,Male,43,260372,4.61,43
31,Nicholas,Male,43,49503,1.25,81
32,Eric,Male,36,294047,3.42,41
32,Eric,Male,36,249075,1.86,59
32,Eric,Male,36,14630,4.26,9
32,Eric,Male,36,105153,4.01,44
32,Eric,Male,36,20782,4.14,8
32,Eric,Male,36,19378,3.93,56
32,Eric,Male,36,41326,1.49,72
32,Eric,Male,36,43867,2.77,17
33,Jonathan,Male,42,60421,1.36,25
33,Jonathan,Male,42,51406,4.25,97
33,Jonathan,Male,42,43211,3.43,34
33,Jonathan,Male,42,155191,4.16,10
33,Jonathan,Male,42,57954,2.53,69
33,Jonathan,Male,42,69217,3.19,23
33,Jonathan,Male,42,310431,3.55,76
33,Jonathan,Male,42,50463,2.22,6
33,Jonathan,Male,42,27996,3.31,35
33,Jonathan,Male,42,60616,1.47,11
33,Jonathan,Male,42,280512,1.73,42
33,Jonathan,Male,42,44398,3.02,84
34,Stephen,Male,51,34327,2.27,87
34,Stephen,Male,51,28355,4.4,73
34,Stephen,Male,51,293603,1.26,43
34,Stephen,Male,51,78571,3.55,57
34,Stephen,Male,51,25548,4.77,88
34,Stephen,Male,51,52280,3.57,44
34,Stephen,Male,51,67313,3.94,59
34,Stephen,Male,51,65874,3.63,93
34,Stephen,Male,51,15651,1.28,2
34,Stephen,Male,51,1585,2.55,53
34,Stephen,Male,51,291122,3.3,61
34,Stephen,Male,51,10394,4.06,71
34,Stephen,Male,51,90509,1.64,94
34,Stephen,Male,51,204802,2.95,94
34,Stephen,Male,51,401861,2.93,91
